City,State,Housing type,Project,Units,Sq. ft. per unit,Neighborhood,Neighborhood median income,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Denver,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.6,2.48,2.73,2.48–2.73,0.7,0.61,0.78,0.61–0.78,19
Anaheim,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.51,1.91,3.11,1.91–3.11,0.61,0.31,0.91,0.31–0.91,20
Boulder,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.5,2.01,2.99,2.01–2.99,0.87,0.46,1.28,0.46–1.28,21
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.43,2.24,2.63,2.24–2.63,0.58,0.49,0.66,0.49–0.66,22
Portland,OR,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.22,2.09,2.36,2.09–2.36,0.85,0.78,0.93,0.78–0.93,23
Nashville,TN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.11,1.77,2.45,1.77–2.45,0.45,0.27,0.64,0.27–0.64,24
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.1,1.97,2.24,1.97–2.24,0.35,0.28,0.41,0.28–0.41,25
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.05,1.71,2.39,1.71–2.39,0.12,0.06,0.17,0.06–0.17,26
Sioux Falls,SD,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.02,1.68,2.35,1.68–2.35,0.26,0.19,0.33,0.19–0.33,27
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2.01,1.72,2.29,1.72–2.29,0.42,0.32,0.52,0.32–0.52,28
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",2,1.49,2.51,1.49–2.51,0.59,0.35,0.84,0.35–0.84,29
Phoenix,AZ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.97,1.79,2.15,1.79–2.15,0.42,0.34,0.49,0.34–0.49,30
St. Paul,MN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.94,1.04,2.84,1.04–2.84,0.14,0.04,0.24,0.04–0.24,31
Orlando,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.86,1.68,2.04,1.68–2.04,0.39,0.31,0.47,0.31–0.47,32
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.85,1.68,2.02,1.68–2.02,0.31,0.27,0.34,0.27–0.34,33
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.84,1.62,2.06,1.62–2.06,0.33,0.24,0.43,0.24–0.43,34
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.77,1.52,2.03,1.52–2.03,0.5,0.36,0.63,0.36–0.63,35
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.66,1.49,1.83,1.49–1.83,0.2,0.14,0.26,0.14–0.26,36
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.61,1.4,1.82,1.4–1.82,0.28,0.2,0.37,0.2–0.37,37
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.58,1.31,1.85,1.31–1.85,0.28,0.19,0.37,0.19–0.37,38
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$50,000",1.57,1.31,1.83,1.31–1.83,0.35,0.19,0.5,0.19–0.5,39
Miami,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",5.37,4.57,6.18,4.57–6.18,1.95,1.29,2.6,1.29–2.6,1
New York,NY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",4.92,4.78,5.06,4.78–5.06,1.29,1.22,1.35,1.22–1.35,2
Boston,MA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",4.66,4.2,5.12,4.2–5.12,2.13,1.79,2.47,1.79–2.47,3
San Francisco,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",4.6,4.26,4.95,4.26–4.95,1.32,1.15,1.48,1.15–1.48,4
Los Angeles,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",4.34,4.18,4.5,4.18–4.5,1.45,1.37,1.54,1.37–1.54,5
Oakland,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3.62,3.03,4.2,3.03–4.2,0.85,0.62,1.08,0.62–1.08,6
Seattle,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3.44,3.27,3.6,3.27–3.6,1.09,1.01,1.16,1.01–1.16,7
Honolulu,HI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3.42,2.9,3.94,2.9–3.94,1.77,1.44,2.09,1.44–2.09,8
Philadelphia,PA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3.32,3.09,3.55,3.09–3.55,0.31,0.28,0.35,0.28–0.35,9
Jersey City,NJ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3.1,2.79,3.41,2.79–3.41,0.37,0.27,0.47,0.27–0.47,10
Sacramento,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3.09,2.74,3.44,2.74–3.44,0.89,0.72,1.06,0.72–1.06,11
San Diego,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",3,2.76,3.24,2.76–3.24,0.94,0.84,1.05,0.84–1.05,12
Spokane,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.92,2.15,3.69,2.15–3.69,0.13,0.08,0.17,0.08–0.17,13
Austin,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.9,2.77,3.03,2.77–3.03,0.84,0.76,0.92,0.76–0.92,14
Durham,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.89,2.23,3.54,2.23–3.54,0.27,0.18,0.36,0.18–0.36,15
Washington,DC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.88,2.68,3.08,2.68–3.08,0.8,0.7,0.89,0.7–0.89,16
Houston,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.85,2.73,2.97,2.73–2.97,0.79,0.72,0.87,0.72–0.87,17
Denver,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.68,2.55,2.81,2.55–2.81,0.66,0.59,0.74,0.59–0.74,18
Louisville,KY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.67,2.14,3.19,2.14–3.19,0.63,0.43,0.83,0.43–0.83,19
Boulder,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.54,1.99,3.08,1.99–3.08,0.62,0.33,0.91,0.33–0.91,20
Nashville,TN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.35,1.92,2.79,1.92–2.79,0.5,0.26,0.74,0.26–0.74,21
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.34,2.14,2.54,2.14–2.54,0.51,0.43,0.6,0.43–0.6,22
Portland,OR,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.33,2.2,2.47,2.2–2.47,0.87,0.8,0.94,0.8–0.94,23
Phoenix,AZ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.1,1.88,2.32,1.88–2.32,0.48,0.38,0.57,0.38–0.57,24
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.08,1.55,2.6,1.55–2.6,0.58,0.35,0.82,0.35–0.82,25
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2.02,1.65,2.39,1.65–2.39,0.14,0.06,0.21,0.06–0.21,26
Sioux Falls,SD,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",2,1.68,2.32,1.68–2.32,0.19,0.13,0.25,0.13–0.25,27
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.98,1.84,2.12,1.84–2.12,0.3,0.24,0.36,0.24–0.36,28
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.94,1.62,2.25,1.62–2.25,0.38,0.27,0.48,0.27–0.48,29
Orlando,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.88,1.67,2.1,1.67–2.1,0.38,0.3,0.47,0.3–0.47,30
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.86,1.64,2.07,1.64–2.07,0.35,0.26,0.44,0.26–0.44,31
St. Paul,MN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.85,1.02,2.69,1.02–2.69,0.17,0.06,0.28,0.06–0.28,32
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.78,1.48,2.07,1.48–2.07,0.49,0.33,0.66,0.33–0.66,33
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.76,1.41,2.1,1.41–2.1,0.37,0.24,0.51,0.24–0.51,34
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.74,1.58,1.9,1.58–1.9,0.29,0.25,0.33,0.25–0.33,35
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.69,1.46,1.92,1.46–1.92,0.29,0.2,0.37,0.2–0.37,36
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.65,1.46,1.84,1.46–1.84,0.16,0.1,0.21,0.1–0.21,37
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$80,000",1.63,1.29,1.96,1.29–1.96,0.3,0.12,0.49,0.12–0.49,38
Miami,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",6.05,4.92,7.19,4.92–7.19,2.02,1.2,2.84,1.2–2.84,1
New York,NY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",5.07,4.91,5.23,4.91–5.23,1.3,1.22,1.37,1.22–1.37,2
Boston,MA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",4.72,4.18,5.26,4.18–5.26,2.2,1.79,2.6,1.79–2.6,3
San Francisco,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",4.68,4.32,5.03,4.32–5.03,1.34,1.17,1.51,1.17–1.51,4
Los Angeles,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",4.48,4.27,4.69,4.27–4.69,1.49,1.38,1.6,1.38–1.6,5
Oakland,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",3.47,2.74,4.21,2.74–4.21,0.77,0.49,1.05,0.49–1.05,6
Seattle,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",3.4,3.2,3.6,3.2–3.6,1.1,1.01,1.19,1.01–1.19,7
Philadelphia,PA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",3.4,3.15,3.65,3.15–3.65,0.3,0.27,0.34,0.27–0.34,8
Jersey City,NJ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",3.14,2.75,3.52,2.75–3.52,0.39,0.27,0.51,0.27–0.51,9
Houston,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",3,2.86,3.13,2.86–3.13,0.86,0.77,0.96,0.77–0.96,10
Sacramento,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.93,2.52,3.35,2.52–3.35,0.79,0.59,0.98,0.59–0.98,11
Austin,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.91,2.76,3.07,2.76–3.07,0.85,0.76,0.94,0.76–0.94,12
Spokane,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.88,2.06,3.71,2.06–3.71,0.11,0.06,0.15,0.06–0.15,13
Washington,DC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.88,2.66,3.09,2.66–3.09,0.79,0.7,0.89,0.7–0.89,14
Honolulu,HI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.85,2.3,3.4,2.3–3.4,1.66,1.32,2,1.32–2,15
Denver,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.75,2.58,2.92,2.58–2.92,0.64,0.54,0.73,0.54–0.73,16
San Diego,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.75,2.48,3.02,2.48–3.02,0.8,0.68,0.91,0.68–0.91,17
Durham,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.68,2.02,3.35,2.02–3.35,0.26,0.17,0.36,0.17–0.36,18
Boulder,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.57,1.93,3.21,1.93–3.21,0.47,0.24,0.69,0.24–0.69,19
Louisville,KY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.54,2,3.08,2–3.08,0.58,0.38,0.77,0.38–0.77,20
Portland,OR,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.43,2.27,2.6,2.27–2.6,0.88,0.8,0.96,0.8–0.96,21
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.27,2.04,2.5,2.04–2.5,0.47,0.37,0.57,0.37–0.57,22
Phoenix,AZ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.22,1.95,2.49,1.95–2.49,0.54,0.42,0.67,0.42–0.67,23
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",2.14,1.59,2.69,1.59–2.69,0.57,0.34,0.81,0.34–0.81,24
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.99,1.58,2.41,1.58–2.41,0.16,0.06,0.26,0.06–0.26,25
Sioux Falls,SD,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.99,1.61,2.37,1.61–2.37,0.15,0.08,0.21,0.08–0.21,26
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.92,1.49,2.36,1.49–2.36,0.48,0.28,0.67,0.28–0.67,27
Orlando,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.9,1.65,2.16,1.65–2.16,0.38,0.29,0.48,0.29–0.48,28
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.88,1.74,2.03,1.74–2.03,0.26,0.2,0.32,0.2–0.32,29
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.88,1.52,2.23,1.52–2.23,0.34,0.24,0.44,0.24–0.44,30
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.87,1.65,2.09,1.65–2.09,0.36,0.27,0.46,0.27–0.46,31
St. Paul,MN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.79,0.91,2.67,0.91–2.67,0.2,0.07,0.33,0.07–0.33,32
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.78,1.44,2.13,1.44–2.13,0.49,0.29,0.69,0.29–0.69,33
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.76,1.49,2.03,1.49–2.03,0.29,0.2,0.38,0.2–0.38,34
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.68,1.25,2.11,1.25–2.11,0.27,0.05,0.48,0.05–0.48,35
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.65,1.5,1.81,1.5–1.81,0.28,0.24,0.32,0.24–0.32,36
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)","$120,000",1.64,1.42,1.85,1.42–1.85,0.12,0.07,0.18,0.07–0.18,37
Oakland,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",5.81,4.61,7,4.61–7,1.66,0.92,2.41,0.92–2.41,1
San Francisco,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",5.18,4.59,5.77,4.59–5.77,1.18,0.89,1.47,0.89–1.47,2
Honolulu,HI,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",5.05,4.27,5.84,4.27–5.84,1.6,1.36,1.83,1.36–1.83,3
New York,NY,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",5.04,4.74,5.34,4.74–5.34,1.5,1.31,1.7,1.31–1.7,4
Baton Rouge,LA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",4.51,3,6.03,3–6.03,0.89,0.5,1.28,0.5–1.28,5
Los Angeles,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",4.06,3.79,4.33,3.79–4.33,1.65,1.49,1.82,1.49–1.82,6
Tulsa,OK,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.91,2.88,4.93,2.88–4.93,0.53,0.34,0.72,0.34–0.72,7
Seattle,WA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.7,3.22,4.18,3.22–4.18,1.06,0.87,1.25,0.87–1.25,8
Boston,MA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.69,3.16,4.22,3.16–4.22,1.48,1.13,1.83,1.13–1.83,9
Miami,FL,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.56,2.55,4.56,2.55–4.56,1.62,0.83,2.41,0.83–2.41,10
Sacramento,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.37,2.97,3.76,2.97–3.76,1.16,0.93,1.39,0.93–1.39,11
Philadelphia,PA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.21,2.67,3.74,2.67–3.74,0.35,0.24,0.46,0.24–0.46,12
Durham,NC,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",3.1,2.79,3.42,2.79–3.42,0.58,0.44,0.72,0.44–0.72,13
San Diego,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.98,2.65,3.32,2.65–3.32,0.85,0.69,1.01,0.69–1.01,14
Orlando,FL,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.98,2.76,3.2,2.76–3.2,0.95,0.83,1.07,0.83–1.07,15
Charleston,SC,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.97,2.48,3.47,2.48–3.47,0.63,0.33,0.93,0.33–0.93,16
Anaheim,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.96,2.26,3.66,2.26–3.66,1.44,0.8,2.08,0.8–2.08,17
Washington,DC,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.75,2.17,3.33,2.17–3.33,0.79,0.52,1.06,0.52–1.06,18
Austin,TX,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.69,2.58,2.79,2.58–2.79,0.85,0.79,0.92,0.79–0.92,19
Spokane,WA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.64,1.46,3.83,1.46–3.83,0.41,0.29,0.54,0.29–0.54,20
Denver,CO,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.6,2.48,2.72,2.48–2.72,0.62,0.55,0.7,0.55–0.7,21
Portland,OR,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.58,2.43,2.74,2.43–2.74,0.92,0.84,1,0.84–1,22
Tampa,FL,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.57,1.71,3.44,1.71–3.44,0.5,0.27,0.74,0.27–0.74,23
Boulder,CO,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.39,2.11,2.67,2.11–2.67,1,0.56,1.44,0.56–1.44,24
Houston,TX,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.36,2.25,2.47,2.25–2.47,0.45,0.4,0.5,0.4–0.5,25
Nashville,TN,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.35,2.15,2.55,2.15–2.55,0.74,0.63,0.85,0.63–0.85,26
Phoenix,AZ,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.28,2.14,2.43,2.14–2.43,0.53,0.46,0.59,0.46–0.59,27
Columbus,OH,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.23,2.11,2.35,2.11–2.35,0.45,0.4,0.49,0.4–0.49,28
Colorado Springs,CO,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.23,1.99,2.47,1.99–2.47,0.48,0.38,0.59,0.38–0.59,29
Fort Worth,TX,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.13,2.05,2.22,2.05–2.22,0.38,0.33,0.43,0.33–0.43,30
Kansas City,MO,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.13,1.99,2.26,1.99–2.26,0.21,0.16,0.26,0.16–0.26,31
Atlanta,GA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.12,1.83,2.41,1.83–2.41,0.35,0.25,0.45,0.25–0.45,32
Boise,ID,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.11,1.88,2.35,1.88–2.35,0.45,0.36,0.54,0.36–0.54,33
Sioux Falls,SD,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.1,1.72,2.48,1.72–2.48,0.37,0.3,0.45,0.3–0.45,34
Cleveland,OH,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.09,1.63,2.54,1.63–2.54,0.52,0.31,0.73,0.31–0.73,35
Louisville,KY,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.03,1.86,2.21,1.86–2.21,0.6,0.51,0.68,0.51–0.68,36
Grand Rapids,MI,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",2.03,1.71,2.36,1.71–2.36,0.36,0.2,0.51,0.2–0.51,37
Cincinnati,OH,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",1.99,1.64,2.35,1.64–2.35,0.36,0.22,0.51,0.22–0.51,38
Reno,NV,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",1.92,1.8,2.05,1.8–2.05,0.39,0.28,0.49,0.28–0.49,39
Indianapolis,IN,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",1.84,1.64,2.03,1.64–2.03,0.49,0.4,0.59,0.4–0.59,40
Jacksonville,FL,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",1.83,1.72,1.94,1.72–1.94,0.39,0.35,0.42,0.35–0.42,41
St. Paul,MN,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)","$50,000",1.79,1.07,2.51,1.07–2.51,0.38,0.14,0.62,0.14–0.62,42
