City,State,Housing type,Project,Units,Sq. ft. per unit,Neighborhood,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Sacramento,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.51,2.18,2.85,2.18–2.85,0.94,0.73,1.16,0.73–1.16,13
Phoenix,AZ,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.41,2.21,2.61,2.21–2.61,0.98,0.84,1.12,0.84–1.12,14
Tulsa,OK,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.39,1.95,2.83,1.95–2.83,0.9,0.65,1.14,0.65–1.14,15
San Diego,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.32,2.11,2.53,2.11–2.53,0.68,0.6,0.76,0.6–0.76,16
Portland,OR,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.31,2.16,2.45,2.16–2.45,0.85,0.76,0.93,0.76–0.93,17
Boulder,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.3,2.01,2.58,2.01–2.58,0.62,0.46,0.77,0.46–0.77,18
Austin,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.28,2.18,2.38,2.18–2.38,0.64,0.59,0.7,0.59–0.7,19
Spokane,WA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.17,1.58,2.75,1.58–2.75,0.32,0.21,0.42,0.21–0.42,20
Denver,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.14,1.98,2.31,1.98–2.31,0.51,0.43,0.59,0.43–0.59,21
Boise,ID,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.14,1.78,2.51,1.78–2.51,0.73,0.48,0.98,0.48–0.98,22
Honolulu,HI,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.11,1.85,2.38,1.85–2.38,0.84,0.72,0.95,0.72–0.95,23
Cincinnati,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.1,1.55,2.66,1.55–2.66,0.46,0.21,0.71,0.21–0.71,24
Nashville,TN,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2.06,1.79,2.34,1.79–2.34,0.39,0.27,0.51,0.27–0.51,25
Colorado Springs,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",2,1.82,2.17,1.82–2.17,0.61,0.5,0.71,0.5–0.71,26
Atlanta,GA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.95,1.72,2.18,1.72–2.18,1.35,1.01,1.7,1.01–1.7,27
Cleveland,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.91,1.63,2.19,1.63–2.19,0.48,0.34,0.63,0.34–0.63,28
Kansas City,MO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.88,1.7,2.06,1.7–2.06,0.2,0.15,0.26,0.15–0.26,29
Sioux Falls,SD,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.76,1.57,1.95,1.57–1.95,0.27,0.21,0.32,0.21–0.32,30
Tampa,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.72,1.43,2,1.43–2,0.5,0.39,0.61,0.39–0.61,31
Orlando,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.71,1.54,1.87,1.54–1.87,0.49,0.41,0.57,0.41–0.57,32
Anaheim,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.68,1.48,1.88,1.48–1.88,1.28,1.02,1.55,1.02–1.55,33
Fort Worth,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.65,1.57,1.74,1.57–1.74,0.25,0.21,0.29,0.21–0.29,34
Jacksonville,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.65,1.47,1.82,1.47–1.82,0.36,0.29,0.43,0.29–0.43,35
Columbus,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.62,1.53,1.7,1.53–1.7,0.28,0.25,0.3,0.25–0.3,36
Indianapolis,IN,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.55,1.39,1.72,1.39–1.72,0.54,0.43,0.66,0.43–0.66,37
Louisville,KY,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.49,1.31,1.67,1.31–1.67,0.32,0.27,0.38,0.27–0.38,38
Reno,NV,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.36,1.28,1.43,1.28–1.43,0.09,0.06,0.11,0.06–0.11,39
Grand Rapids,MI,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.35,1.18,1.53,1.18–1.53,0.28,0.2,0.35,0.2–0.35,40
Raleigh,NC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"City neighborhood (4,000/sq. mi.)",1.27,1.14,1.4,1.14–1.4,0.24,0.18,0.29,0.18–0.29,41
Miami,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",6.2,5.3,7.1,5.3–7.1,2.05,1.6,2.49,1.6–2.49,1
San Francisco,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",4.47,4.04,4.91,4.04–4.91,1.85,1.52,2.17,1.52–2.17,2
Oakland,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",4.14,3.48,4.79,3.48–4.79,0.76,0.6,0.92,0.6–0.92,3
New York,NY,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",4.07,3.94,4.2,3.94–4.2,1.28,1.19,1.36,1.19–1.36,4
Los Angeles,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",4.03,3.89,4.17,3.89–4.17,1.41,1.33,1.48,1.33–1.48,5
Boston,MA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",3.53,3.3,3.76,3.3–3.76,1.76,1.58,1.93,1.58–1.93,6
Houston,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.91,2.79,3.03,2.79–3.03,0.83,0.75,0.91,0.75–0.91,7
Seattle,WA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.88,2.77,3,2.77–3,0.95,0.9,1,0.9–1,8
Durham,NC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.77,2.28,3.27,2.28–3.27,0.21,0.14,0.28,0.14–0.28,9
Jersey City,NJ,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.75,2.24,3.26,2.24–3.26,0.32,0.11,0.53,0.11–0.53,10
Washington,DC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.72,2.43,3.01,2.43–3.01,0.74,0.6,0.87,0.6–0.87,11
Philadelphia,PA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.59,2.38,2.81,2.38–2.81,0.27,0.23,0.31,0.23–0.31,12
Sacramento,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.47,2.12,2.83,2.12–2.83,0.91,0.68,1.14,0.68–1.14,13
San Diego,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.39,2.17,2.61,2.17–2.61,0.74,0.66,0.83,0.66–0.83,14
Boulder,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.36,2.01,2.72,2.01–2.72,0.6,0.43,0.78,0.43–0.78,15
Austin,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.35,2.22,2.47,2.22–2.47,0.64,0.58,0.71,0.58–0.71,16
Phoenix,AZ,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.33,2.1,2.56,2.1–2.56,0.91,0.76,1.06,0.76–1.06,17
Spokane,WA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.28,1.77,2.79,1.77–2.79,0.24,0.15,0.33,0.15–0.33,18
Portland,OR,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.24,2.1,2.39,2.1–2.39,0.83,0.75,0.92,0.75–0.92,19
Denver,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.14,1.97,2.31,1.97–2.31,0.53,0.44,0.61,0.44–0.61,20
Nashville,TN,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.04,1.7,2.38,1.7–2.38,0.35,0.21,0.48,0.21–0.48,21
Boise,ID,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.04,1.67,2.41,1.67–2.41,0.75,0.46,1.03,0.46–1.03,22
Honolulu,HI,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.02,1.73,2.31,1.73–2.31,0.89,0.74,1.04,0.74–1.04,23
Colorado Springs,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",2.01,1.81,2.21,1.81–2.21,0.61,0.51,0.72,0.51–0.72,24
Cleveland,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.91,1.6,2.23,1.6–2.23,0.52,0.38,0.66,0.38–0.66,25
Atlanta,GA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.89,1.68,2.1,1.68–2.1,1.36,1.02,1.7,1.02–1.7,26
Kansas City,MO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.87,1.63,2.12,1.63–2.12,0.18,0.11,0.24,0.11–0.24,27
Jacksonville,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.8,1.59,2.01,1.59–2.01,0.4,0.31,0.49,0.31–0.49,28
Sioux Falls,SD,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.72,1.49,1.96,1.49–1.96,0.24,0.18,0.31,0.18–0.31,29
Fort Worth,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.66,1.55,1.77,1.55–1.77,0.25,0.2,0.3,0.2–0.3,30
Louisville,KY,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.65,1.39,1.91,1.39–1.91,0.35,0.27,0.42,0.27–0.42,31
Anaheim,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.62,1.48,1.75,1.48–1.75,1,0.84,1.16,0.84–1.16,32
Tampa,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.61,1.18,2.05,1.18–2.05,0.52,0.32,0.72,0.32–0.72,33
Columbus,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.55,1.44,1.65,1.44–1.65,0.25,0.22,0.27,0.22–0.27,34
Orlando,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.51,1.35,1.67,1.35–1.67,0.39,0.32,0.46,0.32–0.46,35
Indianapolis,IN,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.5,1.27,1.73,1.27–1.73,0.46,0.33,0.6,0.33–0.6,36
Reno,NV,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.31,1.23,1.39,1.23–1.39,0.07,0.05,0.09,0.05–0.09,37
Raleigh,NC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.29,1.13,1.44,1.13–1.44,0.25,0.18,0.31,0.18–0.31,38
Grand Rapids,MI,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Dense city neighborhood (10,000/sq. mi.)",1.26,1.03,1.49,1.03–1.49,0.28,0.16,0.39,0.16–0.39,39
Miami,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",6.7,5.61,7.79,5.61–7.79,2.15,1.61,2.69,1.61–2.69,1
San Francisco,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",4.31,3.89,4.74,3.89–4.74,1.9,1.58,2.23,1.58–2.23,2
Los Angeles,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",4.1,3.94,4.25,3.94–4.25,1.34,1.27,1.42,1.27–1.42,3
New York,NY,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",4.04,3.93,4.14,3.93–4.14,1.22,1.16,1.28,1.16–1.28,4
Boston,MA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",3.75,3.49,4.01,3.49–4.01,1.92,1.73,2.11,1.73–2.11,5
Oakland,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",3.63,2.91,4.34,2.91–4.34,0.63,0.43,0.82,0.43–0.82,6
Houston,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",3.03,2.88,3.18,2.88–3.18,0.95,0.84,1.07,0.84–1.07,7
Jersey City,NJ,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.86,2.49,3.22,2.49–3.22,0.35,0.19,0.51,0.19–0.51,8
Seattle,WA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.84,2.69,2.99,2.69–2.99,0.95,0.89,1.02,0.89–1.02,9
Durham,NC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.79,2.13,3.45,2.13–3.45,0.17,0.1,0.25,0.1–0.25,10
Washington,DC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.75,2.47,3.03,2.47–3.03,0.74,0.63,0.85,0.63–0.85,11
Philadelphia,PA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.6,2.39,2.8,2.39–2.8,0.26,0.23,0.3,0.23–0.3,12
San Diego,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.46,2.21,2.71,2.21–2.71,0.81,0.7,0.93,0.7–0.93,13
Sacramento,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.44,2.06,2.82,2.06–2.82,0.88,0.64,1.12,0.64–1.12,14
Boulder,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.43,1.98,2.88,1.98–2.88,0.59,0.39,0.79,0.39–0.79,15
Austin,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.41,2.25,2.57,2.25–2.57,0.64,0.56,0.72,0.56–0.72,16
Spokane,WA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.4,1.71,3.09,1.71–3.09,0.18,0.1,0.26,0.1–0.26,17
Phoenix,AZ,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.25,1.99,2.51,1.99–2.51,0.85,0.68,1.01,0.68–1.01,18
Portland,OR,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.18,2.02,2.35,2.02–2.35,0.82,0.73,0.91,0.73–0.91,19
Denver,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.14,1.96,2.31,1.96–2.31,0.54,0.45,0.63,0.45–0.63,20
Colorado Springs,CO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.03,1.8,2.26,1.8–2.26,0.62,0.5,0.74,0.5–0.74,21
Nashville,TN,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",2.02,1.6,2.44,1.6–2.44,0.31,0.16,0.45,0.16–0.45,22
Jacksonville,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.97,1.71,2.23,1.71–2.23,0.45,0.33,0.57,0.33–0.57,23
Boise,ID,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.94,1.56,2.33,1.56–2.33,0.77,0.44,1.09,0.44–1.09,24
Honolulu,HI,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.94,1.61,2.26,1.61–2.26,0.95,0.77,1.13,0.77–1.13,25
Cleveland,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.92,1.47,2.38,1.47–2.38,0.55,0.34,0.75,0.34–0.75,26
Kansas City,MO,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.87,1.55,2.18,1.55–2.18,0.15,0.08,0.22,0.08–0.22,27
Atlanta,GA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.83,1.59,2.07,1.59–2.07,1.37,0.96,1.78,0.96–1.78,28
Louisville,KY,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.83,1.45,2.21,1.45–2.21,0.37,0.26,0.47,0.26–0.47,29
Sioux Falls,SD,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.69,1.4,1.98,1.4–1.98,0.22,0.15,0.29,0.15–0.29,30
Fort Worth,TX,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.66,1.53,1.8,1.53–1.8,0.25,0.2,0.31,0.2–0.31,31
Anaheim,CA,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.55,1.34,1.77,1.34–1.77,0.79,0.58,0.99,0.58–0.99,32
Columbus,OH,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.48,1.35,1.61,1.35–1.61,0.22,0.19,0.25,0.19–0.25,33
Indianapolis,IN,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.45,1.14,1.76,1.14–1.76,0.4,0.24,0.56,0.24–0.56,34
Orlando,FL,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.34,1.18,1.5,1.18–1.5,0.31,0.24,0.38,0.24–0.38,35
Raleigh,NC,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.3,1.11,1.49,1.11–1.49,0.26,0.18,0.33,0.18–0.33,36
Reno,NV,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.27,1.18,1.36,1.18–1.36,0.06,0.04,0.08,0.04–0.08,37
Grand Rapids,MI,Multifamily,"5 units, 1,200 sq. ft. each",5,1200,"Urban core (25,000/sq. mi.)",1.17,0.87,1.47,0.87–1.47,0.28,0.1,0.45,0.1–0.45,38
Oakland,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",5.58,4.68,6.48,4.68–6.48,1.11,0.81,1.42,0.81–1.42,1
San Francisco,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",4.94,4.34,5.54,4.34–5.54,1.74,1.29,2.19,1.29–2.19,2
New York,NY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",4.27,4.01,4.53,4.01–4.53,1.44,1.25,1.62,1.25–1.62,3
Los Angeles,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",3.96,3.71,4.2,3.71–4.2,1.57,1.42,1.72,1.42–1.72,4
Tulsa,OK,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",3.36,2.58,4.13,2.58–4.13,0.78,0.47,1.1,0.47–1.1,5
Seattle,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",3.02,2.69,3.35,2.69–3.35,0.94,0.8,1.08,0.8–1.08,6
Boston,MA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",3.01,2.61,3.41,2.61–3.41,1.39,1.09,1.68,1.09–1.68,7
Durham,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.75,2.49,3.02,2.49–3.02,0.36,0.31,0.41,0.31–0.41,8
Houston,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.65,2.52,2.78,2.52–2.78,0.59,0.52,0.66,0.52–0.66,9
Washington,DC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.63,2.04,3.22,2.04–3.22,0.73,0.44,1.01,0.44–1.01,10
Phoenix,AZ,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.6,2.43,2.77,2.43–2.77,1.08,0.95,1.2,0.95–1.2,11
Philadelphia,PA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.58,2.13,3.02,2.13–3.02,0.28,0.19,0.38,0.19–0.38,12
Portland,OR,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.52,2.32,2.73,2.32–2.73,0.89,0.78,0.99,0.78–0.99,13
Sacramento,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.51,2.21,2.82,2.21–2.82,0.98,0.78,1.19,0.78–1.19,14
Boise,ID,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.32,1.96,2.69,1.96–2.69,0.69,0.48,0.91,0.48–0.91,15
Boulder,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.31,2.07,2.54,2.07–2.54,0.68,0.54,0.81,0.54–0.81,16
Honolulu,HI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.31,2.03,2.58,2.03–2.58,0.79,0.7,0.88,0.7–0.88,17
Austin,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.24,2.15,2.33,2.15–2.33,0.65,0.6,0.7,0.6–0.7,18
Nashville,TN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.24,1.98,2.5,1.98–2.5,0.5,0.38,0.62,0.38–0.62,19
Colorado Springs,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.22,2,2.43,2–2.43,0.7,0.56,0.84,0.56–0.84,20
San Diego,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.22,1.97,2.46,1.97–2.46,0.6,0.5,0.7,0.5–0.7,21
Denver,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.14,1.97,2.31,1.97–2.31,0.48,0.4,0.57,0.4–0.57,22
Orlando,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.14,1.95,2.32,1.95–2.32,0.76,0.63,0.88,0.63–0.88,23
Spokane,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.12,1.1,3.14,1.1–3.14,0.49,0.31,0.67,0.31–0.67,24
Atlanta,GA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",2.1,1.76,2.44,1.76–2.44,1.41,0.9,1.92,0.9–1.92,25
Cleveland,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.99,1.49,2.49,1.49–2.49,0.48,0.24,0.72,0.24–0.72,26
Kansas City,MO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.94,1.79,2.08,1.79–2.08,0.27,0.21,0.32,0.21–0.32,27
Cincinnati,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.89,1.4,2.38,1.4–2.38,0.31,0.14,0.48,0.14–0.48,28
Tampa,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.88,1.27,2.5,1.27–2.5,0.47,0.27,0.66,0.27–0.66,29
Columbus,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.78,1.68,1.88,1.68–1.88,0.32,0.29,0.35,0.29–0.35,30
Sioux Falls,SD,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.77,1.58,1.96,1.58–1.96,0.31,0.25,0.38,0.25–0.38,31
Fort Worth,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.68,1.61,1.76,1.61–1.76,0.27,0.23,0.31,0.23–0.31,32
Indianapolis,IN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)",1.68,1.49,1.87,1.49–1.87,0.7,0.56,0.84,0.56–0.84,33
